5252700,2020-04-12 11:03:06,-0.0120000000000004,9.384,9.372,-0.0219999999999984,9.382,63.25,3.74,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5253420,2020-04-12 11:15:00,-0.0159999999999982,8.357999999999999,8.35,-0.0240000000000009,8.36,55.82499999999999,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5253800,2020-04-12 11:21:17,10.12,9.866,-0.0120000000000004,0.4960000000000004,9.862,62.3,6.0600000000000005,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5254220,2020-04-12 11:28:13,-0.0120000000000004,9.746,9.734,-0.0240000000000009,9.748,64.6,3.73,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5254280,2020-04-12 11:29:13,-0.0120000000000004,9.668,9.656,-0.0240000000000009,9.668,63.90000000000001,3.8675,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5254860,2020-04-12 11:38:47,-0.0159999999999982,8.93,8.92,-0.0240000000000009,8.934,57.80000000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5255250,2020-04-12 11:45:14,-0.0159999999999982,8.472000000000001,8.464,-0.0240000000000009,8.476,56.0,0.0424999999999995,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5255340,2020-04-12 11:46:43,-0.0139999999999993,8.366,8.357999999999999,-0.0219999999999984,8.37,55.52500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5255350,2020-04-12 11:46:53,-0.0159999999999982,8.354,8.344,-0.0240000000000009,8.357999999999999,55.52500000000001,0.04,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5255430,2020-04-12 11:48:12,-0.0139999999999993,8.248,8.238,-0.0219999999999984,8.25,55.225,0.0375000000000005,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,\N,\N,\N,\N,\N,0
5255990,2020-04-12 11:57:27,9.857999999999999,9.687999999999999,-0.0120000000000004,1.6260000000000012,9.687999999999999,69.35,6.107499999999997,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
5256140,2020-04-12 11:59:56,9.942,9.767999999999999,-0.009999999999998002,1.975999999999999,9.767999999999999,71.35000000000002,6.107499999999997,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
5256400,2020-04-12 12:04:14,9.85,9.677999999999999,-0.009999999999998002,1.9059999999999988,9.676,72.55,5.98,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
5256410,2020-04-12 12:04:24,9.578,9.684,-0.009999999999998002,1.8659999999999999,9.682,72.275,6.065000000000001,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
5256490,2020-04-12 12:05:43,9.656,9.616,-0.0120000000000004,1.8479999999999992,9.616,72.37499999999999,5.9725,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
5257000,2020-04-12 12:14:09,9.72,9.538,-0.0139999999999993,1.870000000000001,9.54,73.35000000000002,5.9175,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
5257160,2020-04-12 12:16:47,9.658,9.498,-0.009999999999998002,1.86,9.498,74.75,6.045,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
5257380,2020-04-12 12:20:25,8.863999999999999,9.498,-0.0079999999999991,1.6540000000000001,9.496,74.75,5.762499999999998,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
5257480,2020-04-12 12:22:04,9.704,9.522,-0.009999999999998002,1.86,9.524,74.95,5.91,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1,2020-04-12 08:50:00,2020-04-12 20:30:00,700,high,1
