2020-04-12,700
2020-04-17,1440
2020-04-18,90
2020-04-29,40
2020-04-29,20
2020-05-13,599
2020-05-18,30
2020-05-19,50
2020-05-19,109
2020-05-19,1200
2020-05-23,20
2020-05-29,29
2020-05-29,360
2020-06-01,40
2020-06-03,60
2020-06-05,839
2020-06-05,1439
2020-06-06,870
2020-07-08,90
2020-07-15,270
2020-07-17,60
